"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                    Freight and mail air transport between the main airports of Latvia and their main partner airports (routes data)"	"avia_gor_lv"	"dataset"	"13.03.2023"	"13.03.2023"	"2001"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Lithuania and their main partner airports (routes data)"	"avia_gor_lt"	"dataset"	"13.02.2023"	"13.02.2023"	"2003"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Luxembourg and their main partner airports (routes data)"	"avia_gor_lu"	"dataset"	"03.01.2023"	"03.01.2023"	"1994"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Hungary and their main partner airports (routes data)"	"avia_gor_hu"	"dataset"	"23.03.2023"	"23.03.2023"	"2001"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Malta and their main partner airports (routes data)"	"avia_gor_mt"	"dataset"	"26.03.2023"	"26.03.2023"	"2002"	"2022Q4"	
"                    Freight and mail air transport between the main airports of the Netherlands and their main partner airports (routes data)"	"avia_gor_nl"	"dataset"	"13.02.2023"	"13.02.2023"	"1993"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Austria and their main partner airports (routes data)"	"avia_gor_at"	"dataset"	"04.04.2023"	"04.04.2023"	"2000"	"2023M01"	
"                    Freight and mail air transport between the main airports of Poland and their main partner airports (routes data)"	"avia_gor_pl"	"dataset"	"20.02.2023"	"20.02.2023"	"2004"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Portugal and their main partner airports (routes data)"	"avia_gor_pt"	"dataset"	"04.04.2023"	"04.04.2023"	"1993"	"2023M01"	
"                    Freight and mail air transport between the main airports of Romania and their main partner airports (routes data)"	"avia_gor_ro"	"dataset"	"20.02.2023"	"20.02.2023"	"2001"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Slovenia and their main partner airports (routes data)"	"avia_gor_si"	"dataset"	"19.04.2023"	"19.04.2023"	"2004"	"2023M02"	
"                    Freight and mail air transport between the main airports of Slovakia and their main partner airports (routes data)"	"avia_gor_sk"	"dataset"	"26.03.2023"	"26.03.2023"	"2001"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Finland and their main partner airports (routes data)"	"avia_gor_fi"	"dataset"	"23.03.2023"	"23.03.2023"	"1997"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Sweden and their main partner airports (routes data)"	"avia_gor_se"	"dataset"	"26.03.2023"	"26.03.2023"	"2003"	"2022Q3"	
"                    Freight and mail air transport between the main airports of the United Kingdom and their main partner airports (routes data)"	"avia_gor_uk"	"dataset"	"12.04.2022"	"12.04.2022"	"1993"	"2020Q3"	
"                    Freight and mail air transport between the main airports of Iceland and their main partner airports (routes data)"	"avia_gor_is"	"dataset"	"03.01.2023"	"03.01.2023"	"2003"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Norway and their main partner airports (routes data)"	"avia_gor_no"	"dataset"	"20.02.2023"	"20.02.2023"	"1999"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Switzerland and their main partner airports (routes data)"	"avia_gor_ch"	"dataset"	"05.12.2022"	"05.12.2022"	"1993"	"2022Q3"	
"                    Freight and mail air transport between the main airports of Montenegro and their main partner airports (routes data)"	"avia_gor_me"	"dataset"	"09.11.2022"	"09.11.2022"	"2016"	"2022Q2"	
"                    Freight and mail air transport between the main airports of North Macedonia and their main partner airports (routes data)"	"avia_gor_mk"	"dataset"	"13.03.2023"	"13.03.2023"	"2015"	"2022Q4"	
"                    Freight and mail air transport between the main airports of Serbia and their main partner airports (routes data)"	"avia_gor_rs"	"dataset"	"09.11.2022"	"09.11.2022"	"2016"	"2022Q2"	
"            Air transport measurement - traffic data by airports, aircraft and airlines"	"avia_tf"	"folder"	" "	" "	" "	" "	
"                Aircraft traffic data by reporting country"	"avia_tf_acc"	"dataset"	"20.04.2023"	"19.04.2023"	"1993"	"2023Q1"	
"                Aircraft traffic data by main airport"	"avia_tf_aca"	"dataset"	"20.04.2023"	"19.04.2023"	"1993"	"2023Q1"	
"                Airline traffic data by main airport"	"avia_tf_ala"	"dataset"	"20.04.2023"	"19.04.2023"	"1993"	"2023Q1"	
"                Airport traffic data by reporting airport and airlines"	"avia_tf_apal"	"dataset"	"20.04.2023"	"20.04.2023"	"1997"	"2023Q1"	
"                Commercial flights by reporting airport – monthly data (source: Eurocontrol)"	"avia_tf_airpm"	"dataset"	"09.04.2023"	"09.04.2023"	"2019M01"	"2023M03"	
"                Commercial flights by reporting country – monthly data (source: Eurocontrol)"	"avia_tf_cm"	"dataset"	"09.04.2023"	"09.04.2023"	"2019M01"	"2023M03"	
"            Air transport performance"	"avia_tp"	"folder"	" "	" "	" "	" "	
"                Passenger air transport over national territory (including territorial sea) - million passenger-km"	"avia_tppa"	"dataset"	"22.02.2023"	"22.02.2023"	"2008"	"2021"	
"                Freight and mail air transport over national territory (including territorial sea) - million tonne-km"	"avia_tpgo"	"dataset"	"22.02.2023"	"22.02.2023"	"2008"	"2021"	
"            Air transport - regional statistics"	"avia_rg"	"folder"	" "	" "	" "	" "	
"                Air transport of passengers by NUTS 2 regions"	"tran_r_avpa_nm"	"dataset"	"28.06.2022"	"06.09.2021"	"1993"	"2020"	
"                Air transport of freight by NUTS 2 regions"	"tran_r_avgo_nm"	"dataset"	"28.06.2022"	"06.09.2021"	"1993"	"2020"	
"    Environment and energy"	"envir"	"folder"	" "	" "	" "	" "	
"        Environment"	"env"	"folder"	" "	" "	" "	" "	
"            Emissions of greenhouse gases and air pollutants"	"env_air"	"folder"	" "	" "	" "	" "	
"                Air emissions accounts"	"env_air_aa"	"folder"	" "	" "	" "	" "	
"                    Air emissions accounts for greenhouse gases by NACE Rev. 2 activity - quarterly data"	"env_ac_aigg_q"	"dataset"	"15.02.2023"	"15.02.2023"	"2010Q1"	"2022Q3"	
"                    Air emissions accounts by NACE Rev. 2 activity"	"env_ac_ainah_r2"	"dataset"	"20.12.2022"	"20.12.2022"	"1995"	"2021"	
"                    Air emissions accounts totals bridging to emission inventory totals"	"env_ac_aibrid_r2"	"dataset"	"20.12.2022"	"20.12.2022"	"1995"	"2021"	
"                    Air emissions intensities by NACE Rev. 2 activity"	"env_ac_aeint_r2"	"dataset"	"20.12.2022"	"20.12.2022"	"1995"	"2021"	
"                    Emissions of greenhouse gases and air pollutants from final use of CPA08 products - input-output analysis, ESA 2010"	"env_ac_io10"	"dataset"	"10.03.2022"	"10.03.2022"	"2008"	"2019"	
"                Air emission inventories (source: EEA)"	"env_air_ai"	"folder"	" "	" "	" "	" "	
"                    Air pollutants by source sector (source: EEA)"	"env_air_emis"	"dataset"	"21.09.2022"	"21.09.2022"	"1990"	"2020"	
"                    Air pollutants by source sector aggregated for indicator sets (source EEA, aggregation by Eurostat)"	"env_air_emis_ind"	"dataset"	"21.09.2022"	"21.09.2022"	"1990"	"2020"	
"                    Greenhouse gas emissions by source sector (source: EEA)"	"env_air_gge"	"dataset"	"10.06.2022"	"10.06.2022"	"1985"	"2020"	
"                Nitrogen dioxide concentrations in European capital cities - monthly averages (source: EEA), experimental statistics"	"env_air_no2"	"dataset"	"13.04.2023"	"13.04.2023"	"2018M01"	"2023M03"	
"            Material flows and resource productivity"	"env_mrp"	"folder"	" "	" "	" "	" "	
"                Material flow accounts"	"env_ac_mfa"	"dataset"	"19.04.2023"	"19.04.2023"	"1990"	"2021"	
"                Material flow accounts - domestic processed output"	"env_ac_mfadpo"	"dataset"	"01.07.2022"	"07.03.2022"	"1990"	"2020"	
"                Material flow accounts - balancing items"	"env_ac_mfabi"	"dataset"	"01.07.2022"	"07.03.2022"	"1990"	"2020"	
"                Material flow accounts - main indicators"	"env_ac_mfain"	"dataset"	"19.04.2023"	"19.04.2023"	"1990"	"2021"	
"                Material flow accounts in raw material equivalents - modelling estimates"	"env_ac_rme"	"dataset"	"23.01.2023"	"30.03.2022"	"2000"	"2020"	
"                Material flow accounts in raw material equivalents by final uses of products - modelling estimates"	"env_ac_rmefd"	"dataset"	"20.09.2022"	"20.09.2022"	"2008"	"2020"	
"                Resource productivity"	"env_ac_rp"	"dataset"	"19.04.2023"	"19.04.2023"	"2000"	"2021"	
"                Material import dependency"	"env_ac_mid"	"dataset"	"01.07.2022"	"01.07.2022"	"1990"	"2021"	
"                Circular material use rate"	"env_ac_cur"	"dataset"	"24.01.2023"	"13.12.2022"	"2004"	"2021"	
"                Circular material use rate by material type"	"env_ac_curm"	"dataset"	"24.01.2023"	"24.01.2023"	"2004"	"2021"	
"                Material flows for circular economy - Sankey diagram data"	"env_ac_sd"	"dataset"	"20.02.2023"	"09.12.2022"	"2010"	"2021"	
"                Trade in recyclable raw materials by partner"	"env_trdrrm"	"dataset"	"13.02.2023"	"23.01.2023"	"2004"	"2021"	
"            Physical energy flow accounts"	"env_pefa"	"folder"	" "	" "	" "	" "	
"                Energy supply and use by NACE Rev. 2 activity"	"env_ac_pefasu"	"dataset"	"09.02.2023"	"06.02.2023"	"2000"	"2021"	
"                Key indicators of physical energy flow accounts by NACE Rev. 2 activity"	"env_ac_pefa04"	"dataset"	"09.02.2023"	"06.02.2023"	"2000"	"2021"	
"                Physical energy flow accounts totals bridging to energy balances totals"	"env_ac_pefa05"	"dataset"	"09.02.2023"	"06.02.2023"	"2000"	"2021"	
"                Energy used for the provision of goods and services (domestic energy footprint) - input-output analysis"	"env_ac_pefafp"	"dataset"	"08.03.2022"	"08.03.2022"	"2014"	"2019"	
"            Environmental taxes"	"env_eta"	"folder"	" "	" "	" "	" "	
"                Environmental tax revenues"	"env_ac_tax"	"dataset"	"02.02.2023"	"13.01.2023"	"1995"	"2021"	
"                Energy taxes by paying sector"	"env_ac_taxener"	"dataset"	"02.02.2023"	"23.11.2022"	"1995"	"2021"	
"                Environmental taxes by economic activity (NACE Rev. 2)"	"env_ac_taxind2"	"dataset"	"02.02.2023"	"13.01.2023"	"1995"	"2021"	
"            Environmental protection expenditure"	"env_epe"	"folder"	" "	" "	" "	" "	
"                Environmental protection expenditure accounts"	"env_ac_epea"	"folder"	" "	" "	" "	" "	
"                    National expenditure on environmental protection"	"env_neep"	"folder"	" "	" "	" "	" "	
"                        National expenditure on environmental protection by institutional sector"	"env_ac_epneis"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                    Environmental protection investments"	"env_epi"	"folder"	" "	" "	" "	" "	
"                        Environmental protection investments of total economy"	"env_ac_epite"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Environmental protection investments of general government by environmental protection activity"	"env_ac_epigg"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Environmental protection investments of corporations as specialist and secondary producers by environmental protection activity"	"env_ac_epissp"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Environmental protection investments of corporations as ancillary producers by environmental protection activity and NACE Rev. 2 activity"	"env_ac_epiap"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                    Production of environmental protection services"	"env_peps"	"folder"	" "	" "	" "	" "	
"                        Production of environmental protection services of general government by economic characteristics"	"env_ac_pepsgg"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Production of environmental protection services of corporations as specialist producers by economic characteristics"	"env_ac_pepssp"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Production of environmental protection services of corporations other than specialist producers by economic characteristics and NACE Rev. 2 activity"	"env_ac_pepsnsp"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                    Consumption of environmental protection services"	"env_ceps"	"folder"	" "	" "	" "	" "	
"                        Final consumption expenditure on environmental protection services by institutional sector"	"env_ac_cepsgh"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                        Intermediate consumption of environmental protection services by institutional sector and NACE Rev. 2 activity"	"env_ac_cepsgc"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2020"	
"                    Environmentally related transfers"	"env_ert"	"folder"	" "	" "	" "	" "	
"                        Environmental protection transfers by environmental protection activity and institutional sector"	"env_ac_eptrf"	"dataset"	"08.03.2023"	"09.06.2022"	"2006"	"2021"	
"                Environmental subsidies and similar transfers"	"env_esst"	"folder"	" "	" "	" "	" "	
"                    Environmental subsidies and similar transfers from general government, by environmental activity, sector of recipient and ESA category of transfer"	"env_esst_gg"	"dataset"	"10.03.2023"	"10.03.2023"	"2011"	"2020"	
"                    Environmental subsidies and similar transfers from general government to corporations, by environmental activity, ESA category of transfer and NACE Rev. 2 activity of recipient"	"env_esst_ggcp"	"dataset"	"10.03.2023"	"10.03.2023"	"2011"	"2020"	
"                    Environmental subsidies and similar transfers from the Rest of the World to the domestic economy, by environmental activity and ESA category of transfer"	"env_esst_rw"	"dataset"	"10.03.2023"	"20.12.2022"	"2011"	"2020"	
"                Environmental protection expenditure and revenues (until 2013)"	"env_eper"	"folder"	" "	" "	" "	" "	
"                    Environmental protection expenditure - euro per inhabitant and % of GDP"	"env_ac_exp2"	"dataset"	"24.04.2015"	"08.02.2021"	"1995"	"2013"	
"                    Environmental protection expenditure - % of pollution prevention, % of gross fixed capital formation, % of output"	"env_ac_exp3"	"dataset"	"24.04.2015"	"08.02.2021"	"1995"	"2013"	
"                    Environmental protection expenditure - million euro and million units of national currency"	"env_ac_exp1r2"	"dataset"	"24.04.2015"	"08.02.2021"	"1995"	"2013"	
"                Other environmental protection expenditure statistics"	"env_oepes"	"folder"	" "	" "	" "	" "	
"                    Environmental protection expenditure of general government by function (COFOG division 05)"	"env_cofog"	"folder"	" "	" "	" "	" "	
"                        General government expenditure by function (COFOG)"	"gov_10a_exp"	"dataset"	"21.04.2023"	"22.02.2023"	"1990"	"2021"	
"                    Environmental protection expenditure of corporations by industry"	"env_epeci"	"folder"	" "	" "	" "	" "	
"                        Environmental protection expenditure by environmental domains (NACE Rev. 2, B-E)"	"sbs_env_dom_r2"	"dataset"	"08.03.2021"	"08.02.2021"	"2008"	"2018"	
"                        Environmental protection expenditure by environmental domains (NACE Rev. 1.1, C-E, from 2001 onwards)"	"sbs_env_2b_02"	"dataset"	"20.08.2012"	"08.02.2021"	"2001"	"2007"	
"            Environmental goods and services sector"	"env_egs"	"folder"	" "	" "	" "	" "	
"                Employment in the environmental goods and services sector"	"env_ac_egss1"	"dataset"	"07.03.2023"	"10.02.2023"	"2000"	"2021"	
"                Production, value added and exports in the environmental goods and services sector"	"env_ac_egss2"	"dataset"	"07.03.2023"	"10.02.2023"	"2000"	"2021"	
"                Production, value added and employment by industry groups in the environmental goods and services sector"	"env_ac_egss3"	"dataset"	"07.03.2023"	"07.03.2023"	"2000"	"2020"	
"            Waste"	"env_was"	"folder"	" "	" "	" "	" "	
"                Waste generation and treatment"	"env_wasgt"	"folder"	" "	" "	" "	" "	
"                    Generation of waste by waste category, hazardousness and NACE Rev. 2 activity"	"env_wasgen"	"dataset"	"13.01.2023"	"13.09.2022"	"2004"	"2020"	
"                    Treatment of waste by waste category, hazardousness and waste management operations"	"env_wastrt"	"dataset"	"13.01.2023"	"13.09.2022"	"2004"	"2020"	
"                    Management of waste excluding major mineral waste, by waste management operations"	"env_wasoper"	"dataset"	"19.01.2023"	"09.11.2022"	"2010"	"2020"	
"                    Management of waste excluding major mineral waste, by waste management operations and waste flow"	"env_wasflow"	"dataset"	"19.01.2023"	"09.11.2022"	"2010"	"2020"	
"                    Number and capacity of recovery and disposal facilities by NUTS 2 regions"	"env_wasfac"	"dataset"	"14.09.2022"	"14.09.2022"	"2004"	"2020"	
"                    Management of waste by waste management operations and type of material - Sankey diagram data"	"env_wassd"	"dataset"	"20.02.2023"	"09.12.2022"	"2010"	"2021"	
"                Waste streams"	"env_wasst"	"folder"	" "	" "	" "	" "	
"                    Food waste and food waste prevention by NACE Rev. 2 activity - tonnes of fresh mass"	"env_wasfw"	"dataset"	"06.03.2023"	"06.03.2023"	"2020"	"2020"	
"                    Trade in waste by type of material and partner"	"env_wastrdmp"	"dataset"	"24.05.2022"	"24.05.2022"	"2004"	"2021"	
"                    Packaging waste by waste management operations"	"env_waspac"	"dataset"	"21.03.2023"	"14.02.2023"	"1997"	"2020"	
"                    Recycling rates of packaging waste for monitoring compliance with policy targets, by type of packaging"	"env_waspacr"	"dataset"	"21.03.2023"	"14.02.2023"	"1997"	"2020"	
"                    Consumption of lightweight plastic carrier bags by their wall thickness"	"env_waspcb"	"dataset"	"15.11.2022"	"15.11.2022"	"2018"	"2020"	
"                    Waste electrical and electronic equipment (WEEE) by waste management operations - open scope, 6 product categories (from 2018 onwards)"	"env_waseleeos"	"dataset"	"17.03.2023"	"17.03.2023"	"2005"	"2020"	
"                    Waste electrical and electronic equipment (WEEE) by waste management operations"	"env_waselee"	"dataset"	"01.03.2022"	"01.03.2022"	"2005"	"2018"	
"                    Sales and collection of portable batteries and accumulators"	"env_waspb"	"dataset"	"02.02.2023"	"08.12.2021"	"2009"	"2020"	
"                    Recycling of batteries and accumulators"	"env_wasbat"	"dataset"	"02.02.2023"	"08.12.2021"	"2009"	"2020"	
"                    End-of-life vehicles by waste management operations - detailed data"	"env_waselv"	"dataset"	"01.02.2023"	"01.02.2023"	"2005"	"2020"	
"                    End-of-life vehicles - reuse, recycling and recovery, totals"	"env_waselvt"	"dataset"	"01.02.2023"	"01.02.2023"	"2005"	"2020"	
"                    Transboundary shipments of notified waste by partner, hazardousness and waste management operations"	"env_wasship"	"dataset"	"04.11.2022"	"04.11.2022"	"2010"	"2020"	
"                    Municipal waste by waste management operations"	"env_wasmun"	"dataset"	"14.04.2023"	"17.02.2023"	"1995"	"2021"	
"            Water"	"env_wat"	"folder"	" "	" "	" "	" "	
"                Water statistics on national level"	"env_nwat"	"folder"	" "	" "	" "	" "	
"                    Renewable freshwater resources"	"env_wat_res"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Annual freshwater abstraction by source and sector"	"env_wat_abs"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Water made available for use"	"env_wat_use"	"dataset"	"10.08.2022"	"10.08.2022"	"1980"	"2020"	
"                    Population connected to public water supply"	"env_wat_pop"	"dataset"	"10.08.2022"	"10.08.2022"	"1990"	"2020"	
"                    Water use by supply category and economical sector"	"env_wat_cat"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Water use in the manufacturing industry by activity and supply category"	"env_wat_ind"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Water use balance"	"env_wat_bal"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Population connected to wastewater treatment plants"	"env_ww_con"	"dataset"	"23.03.2023"	"23.03.2023"	"1970"	"2020"	
"                    Sewage sludge production and disposal"	"env_ww_spd"	"dataset"	"10.08.2022"	"10.08.2022"	"1970"	"2020"	
"                    Generation and discharge of wastewater in volume"	"env_ww_genv"	"dataset"	"10.08.2022"	"10.08.2022"	"1975"	"2020"	
"                    Generation and discharge of wastewater by pollutant"	"env_ww_genp"	"dataset"	"10.08.2022"	"10.08.2022"	"2000"	"2020"	
"                Water statistics on river basin level"	"env_rwat"	"folder"	" "	" "	" "	" "	
"                    Freshwater resources by river basin district (RBD)"	"env_watres_rb"	"dataset"	"10.08.2022"	"10.08.2022"	"2000"	"2020"	
"                    Water abstraction by river basin district (RBD)"	"env_watabs_rb"	"dataset"	"10.08.2022"	"10.08.2022"	"2000"	"2020"	
"                    Water use by river basin district (RBD)"	"env_watuse_rb"	"dataset"	"10.08.2022"	"10.08.2022"	"2000"	"2020"	
"            Chemicals"	"env_chm"	"folder"	" "	" "	" "	" "	
"                Production and consumption of chemicals by hazard class"	"env_chmhaz"	"dataset"	"16.12.2022"	"16.12.2022"	"2004"	"2021"	
"            Biodiversity"	"env_biodiv"	"folder"	" "	" "	" "	" "	
"                Natura 2000 protected areas (source: EEA)"	"env_bio1"	"dataset"	"24.04.2023"	"22.12.2021"	"2011"	"2020"	
"                Common farmland bird index (sources: OECD, BirdLife)"	"env_bio2"	"dataset"	"16.08.2022"	"16.08.2022"	"1990"	"2020"	
"                Common bird indices by type of estimate (sources: EBCC, BirdLife, RSPB, CSO)"	"env_bio3"	"dataset"	"30.11.2022"	"30.11.2022"	"1990"	"2021"	
"                Protected areas (source: EEA)"	"env_bio4"	"dataset"	"22.04.2023"	"21.03.2022"	"2010"	"2021"	
"        Energy"	"nrg"	"folder"	" "	" "	" "	" "	
"            Energy statistics - quantities"	"nrg_quant"	"folder"	" "	" "	" "	" "	
"                Energy statistics - quantities, annual data"	"nrg_quanta"	"folder"	" "	" "	" "	" "	
"                    Energy balances"	"nrg_bal"	"folder"	" "	" "	" "	" "	
"                        Simplified energy balances"	"nrg_bal_s"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Complete energy balances"	"nrg_bal_c"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Calorific values"	"nrg_bal_cv"	"dataset"	"12.04.2023"	"20.02.2023"	"1990"	"2021"	
"                        Production of electricity and derived heat by type of fuel"	"nrg_bal_peh"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Energy flow - Sankey diagram data"	"nrg_bal_sd"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2021"	
"                    Supply, transformation and consumption - commodity balances"	"nrg_cb"	"folder"	" "	" "	" "	" "	
"                        Supply, transformation and consumption of solid fossil fuels"	"nrg_cb_sff"	"dataset"	"12.04.2023"	"24.03.2023"	"1990"	"2021"	
"                        Supply, transformation and consumption of gas"	"nrg_cb_gas"	"dataset"	"12.04.2023"	"24.03.2023"	"1990"	"2021"	
"                        Supply, transformation and consumption of oil and petroleum products"	"nrg_cb_oil"	"dataset"	"29.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Supply, transformation and consumption of renewables and wastes"	"nrg_cb_rw"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Supply, transformation and consumption of electricity"	"nrg_cb_e"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Supply, transformation and consumption of derived heat"	"nrg_cb_h"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                    Disaggregated final energy consumption"	"nrg_d"	"folder"	" "	" "	" "	" "	
"                        Disaggregated final energy consumption in households - quantities"	"nrg_d_hhq"	"dataset"	"20.04.2023"	"20.04.2023"	"2010"	"2021"	
"                        Disaggregated final energy consumption in households - calorific values"	"nrg_d_hhcv"	"dataset"	"20.04.2023"	"20.04.2023"	"2010"	"2021"	
"                        Disaggregated final energy consumption in industry - quantities by NACE Rev. 2 activity"	"nrg_d_indq_n"	"dataset"	"24.04.2023"	"24.04.2023"	"2017"	"2021"	
"                        Disaggregated final energy consumption in industry - calorific values"	"nrg_d_indcv"	"dataset"	"24.04.2023"	"28.03.2023"	"2017"	"2021"	
"                    Energy indicators"	"nrg_ind"	"folder"	" "	" "	" "	" "	
"                        Gross and net production of electricity and derived heat by type of plant and operator"	"nrg_ind_peh"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Gross production of electricity and derived heat from combustible fuels by type of plant and operator"	"nrg_ind_pehcf"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Gross production of electricity and derived heat from non-combustible fuels by type of plant and operator"	"nrg_ind_pehnf"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Production of electricity and heat by autoproducers, by type of plant"	"nrg_ind_pehap"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Energy efficiency"	"nrg_ind_eff"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Energy intensity"	"nrg_ind_ei"	"dataset"	"09.03.2023"	"09.03.2023"	"1990"	"2021"	
"                        Energy productivity"	"nrg_ind_ep"	"dataset"	"09.03.2023"	"09.03.2023"	"1990"	"2021"	
"                        Available energy, energy supply and final energy consumption per capita"	"nrg_ind_esc"	"dataset"	"24.03.2023"	"24.03.2023"	"1990"	"2019"	
"                        Energy imports dependency"	"nrg_ind_id"	"dataset"	"09.03.2023"	"09.03.2023"	"1990"	"2021"	
"                        Import dependency on third countries by fuel type"	"nrg_ind_id3cf"	"dataset"	"25.01.2023"	"25.01.2023"	"2010"	"2021"	
"                        Natural gas import dependency by country of origin"	"nrg_ind_idogas"	"dataset"	"29.09.2022"	"29.09.2022"	"2015"	"2020"	
"                        Oil and petroleum products import dependency by country of origin"	"nrg_ind_idooil"	"dataset"	"03.10.2022"	"03.10.2022"	"2015"	"2020"	
"                        Share of fossil fuels in gross available energy"	"nrg_ind_ffgae"	"dataset"	"09.03.2023"	"09.03.2023"	"1990"	"2021"	
"                        Share of fuels in final energy consumption"	"nrg_ind_fecf"	"dataset"	"09.03.2023"	"09.03.2023"	"1990"	"2021"	
"                    Share of energy from renewable sources"	"nrg_ind_share"	"folder"	" "	" "	" "	" "	
"                        Share of energy from renewable sources"	"nrg_ind_ren"	"dataset"	"04.04.2023"	"04.04.2023"	"2004"	"2021"	
"                        Use of renewables for transport - details"	"nrg_ind_urtd"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2020"	
"                        Use of renewables for electricity - details"	"nrg_ind_ured"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2021"	
"                        Use of renewables for heating and cooling - details"	"nrg_ind_urhcd"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2021"	
"                        Calculation of overall target - details"	"nrg_ind_cotd"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2020"	
"                        Heat pumps - technical characteristics by technology and climate"	"nrg_ind_hptctc"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2021"	
"                        Heat pumps - ambient heat captured by technology and climate"	"nrg_ind_ahbtc"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2021"	
"                        Statistical transfers, joint projects and joint support schemes"	"nrg_ind_stjpjss"	"dataset"	"24.03.2023"	"24.03.2023"	"2004"	"2021"	
"                    Energy infrastructure and capacities"	"nrg_inf"	"folder"	" "	" "	" "	" "	
"                        Electricity production capacities by main fuel groups and operator"	"nrg_inf_epc"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Electricity production capacities for renewables and wastes"	"nrg_inf_epcrw"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Electricity production capacities for combustible fuels by technology and operator"	"nrg_inf_epct"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Liquid biofuels production capacities"	"nrg_inf_lbpc"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Solar thermal collectors' surface"	"nrg_inf_stcs"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Heat pumps - technical characteristics by technologies"	"nrg_inf_hptc"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Nuclear energy facilities"	"nrg_inf_nuc"	"dataset"	"10.03.2023"	"10.03.2023"	"2009"	"2021"	
"                        District heating and district cooling (DH-DC)"	"nrg_inf_dhdc"	"folder"	" "	" "	" "	" "	
"                            Capacities, productions and losses in district networks by type of network and type of plant"	"nrg_dhdc_cpl"	"dataset"	"24.03.2023"	"24.03.2023"	"2019"	"2020"	
"                            Energy removed from district networks by customers, type of networks and efficiency of network"	"nrg_dhdc_e"	"dataset"	"24.03.2023"	"24.03.2023"	"2019"	"2020"	
"                            Number and length of district networks by type of network and efficiency of network"	"nrg_dhdc_n"	"dataset"	"24.03.2023"	"24.03.2023"	"2019"	"2020"	
"                            Customers by type of district network and efficiency of network"	"nrg_dhdc_c"	"dataset"	"24.03.2023"	"24.03.2023"	"2019"	"2020"	
